number,title,state,assignees,author,body,closed,closedAt,comments,createdAt,id,labels,milestone,reactions,updatedAt,url
"265","[E8T8.1a] Analisar integração com Task Timer existente (Epic 4.1)","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 8**: Task Time Monitoring & Analytics \n **Task ID**: 8.1a \n **TDD Phase**: `analysis/documentation` \n  \n ### Description \n Revisar implementação atual do Task Timer (Epic 4.1) e planejar extensões para task-id, estimates e persistence de dados sem breaking changes. \n  \n ### Checklist \n - [ ] reports/analysis_timer_integration.md \n  \n ### Acceptance Criteria \n - [ ] Documento descrevendo pontos de extensão do timer atual \n - [ ] Plano de backward compatibility garantido \n  \n ### Risk & Mitigation \n **Risk**: Breaking changes no timer existente \n **Mitigation**: Extensões opcionais via novos parameters \n  \n ### Estimates \n - **Time**: 10 minutes (0.2h) \n - **Story Points**: 2 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 10min | 📊 **Story points**: 2","false","","[]","2025-08-10T20:10:44Z","I_kwDOONVJAc7FKwIc","productivity;epic-8;estimate-small;type-analysis","EPIC 8 - Task Time Monitoring & Analytics","","2025-08-10T20:10:44Z","https://github.com/davidcantidio/etl_debrito/issues/265"
"264","[E0T0.12.5] IMPL: module_0_12 zero crashes e warnings crític","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.12.5 \n **TDD Phase**: `green` \n  \n ### Description \n Implementar código mínimo para passar o teste \n  \n ### Checklist \n - [ ] tests/test_module_0_12.py::test_module_0_12_should_zero_crashes_e_warnings_crticos_visveis \n - [ ] transform/module_0_12.py \n  \n ### Acceptance Criteria \n - [ ] Teste passa com implementação mínima \n - [ ] Nenhum teste anterior quebra \n  \n ### Estimates \n - **Time**: 8 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 8min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:10:38Z","I_kwDOONVJAc7FKwHe","infra;compatibility;epic-0;tdd-green;estimate-small;type-implementation","EPIC 0 - Environment & Production Safety","","2025-08-10T20:10:38Z","https://github.com/davidcantidio/etl_debrito/issues/264"
"263","[E0T0.12.4] TEST: test_module_0_12_should_zero_crashes_e_warnings_crticos_visveis","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.12.4 \n **TDD Phase**: `red` \n  \n ### Description \n Escrever teste que verifica: Zero crashes e warnings críticos visíveis \n  \n ### Checklist \n - [ ] tests/test_module_0_12.py::test_module_0_12_should_zero_crashes_e_warnings_crticos_visveis \n  \n ### Acceptance Criteria \n - [ ] Teste falha com assertion correta \n - [ ] Mensagem de erro é clara e específica \n  \n ### Estimates \n - **Time**: 5 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 5min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:10:32Z","I_kwDOONVJAc7FKwGX","infra;compatibility;epic-0;tdd-red;estimate-small;type-test","EPIC 0 - Environment & Production Safety","","2025-08-10T20:10:32Z","https://github.com/davidcantidio/etl_debrito/issues/263"
"262","[E0T0.12.2] IMPL: module_0_12 nenhuma regressão de chamadas ","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.12.2 \n **TDD Phase**: `green` \n  \n ### Description \n Implementar código mínimo para passar o teste \n  \n ### Checklist \n - [ ] tests/test_module_0_12.py::test_module_0_12_should_nenhuma_regresso_de_chamadas_externas \n - [ ] transform/module_0_12.py \n  \n ### Acceptance Criteria \n - [ ] Teste passa com implementação mínima \n - [ ] Nenhum teste anterior quebra \n  \n ### Estimates \n - **Time**: 8 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 8min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:10:26Z","I_kwDOONVJAc7FKwEv","infra;compatibility;epic-0;tdd-green;estimate-small;type-implementation","EPIC 0 - Environment & Production Safety","","2025-08-10T20:10:26Z","https://github.com/davidcantidio/etl_debrito/issues/262"
"261","[E0T0.12.1] TEST: test_module_0_12_should_nenhuma_regresso_de_chamadas_externas","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.12.1 \n **TDD Phase**: `red` \n  \n ### Description \n Escrever teste que verifica: Nenhuma regressão de chamadas externas \n  \n ### Checklist \n - [ ] tests/test_module_0_12.py::test_module_0_12_should_nenhuma_regresso_de_chamadas_externas \n  \n ### Acceptance Criteria \n - [ ] Teste falha com assertion correta \n - [ ] Mensagem de erro é clara e específica \n  \n ### Estimates \n - **Time**: 5 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 5min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:10:12Z","I_kwDOONVJAc7FKwBu","infra;compatibility;epic-0;tdd-red;estimate-small;type-test","EPIC 0 - Environment & Production Safety","","2025-08-10T20:10:12Z","https://github.com/davidcantidio/etl_debrito/issues/261"
"260","[E0T0.11.5] IMPL: module_0_11 recomendações claras para dev/","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.11.5 \n **TDD Phase**: `green` \n  \n ### Description \n Implementar código mínimo para passar o teste \n  \n ### Checklist \n - [ ] tests/test_module_0_11.py::test_module_0_11_should_recomendaes_claras_para_devtestprod \n - [ ] transform/module_0_11.py \n  \n ### Acceptance Criteria \n - [ ] Teste passa com implementação mínima \n - [ ] Nenhum teste anterior quebra \n  \n ### Estimates \n - **Time**: 8 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 8min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:09:59Z","I_kwDOONVJAc7FKv_C","infra;compatibility;epic-0;tdd-green;estimate-small;type-implementation","EPIC 0 - Environment & Production Safety","","2025-08-10T20:09:59Z","https://github.com/davidcantidio/etl_debrito/issues/260"
"259","[E0T0.11.4] TEST: test_module_0_11_should_recomendaes_claras_para_devtestprod","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.11.4 \n **TDD Phase**: `red` \n  \n ### Description \n Escrever teste que verifica: Recomendações claras para DEV/TEST/PROD \n  \n ### Checklist \n - [ ] tests/test_module_0_11.py::test_module_0_11_should_recomendaes_claras_para_devtestprod \n  \n ### Acceptance Criteria \n - [ ] Teste falha com assertion correta \n - [ ] Mensagem de erro é clara e específica \n  \n ### Estimates \n - **Time**: 5 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 5min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:09:52Z","I_kwDOONVJAc7FKv9p","infra;compatibility;epic-0;tdd-red;estimate-small;type-test","EPIC 0 - Environment & Production Safety","","2025-08-10T20:09:52Z","https://github.com/davidcantidio/etl_debrito/issues/259"
"258","[E0T0.11.2] IMPL: module_0_11 matriz com entradas para cada ","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.11.2 \n **TDD Phase**: `green` \n  \n ### Description \n Implementar código mínimo para passar o teste \n  \n ### Checklist \n - [ ] tests/test_module_0_11.py::test_module_0_11_should_matriz_com_entradas_para_cada_sistema_cr \n - [ ] transform/module_0_11.py \n  \n ### Acceptance Criteria \n - [ ] Teste passa com implementação mínima \n - [ ] Nenhum teste anterior quebra \n  \n ### Estimates \n - **Time**: 8 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 8min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:09:46Z","I_kwDOONVJAc7FKv8j","infra;compatibility;epic-0;tdd-green;estimate-small;type-implementation","EPIC 0 - Environment & Production Safety","","2025-08-10T20:09:46Z","https://github.com/davidcantidio/etl_debrito/issues/258"
"257","[E0T0.11.1] TEST: test_module_0_11_should_matriz_com_entradas_para_cada_sistema_cr","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.11.1 \n **TDD Phase**: `red` \n  \n ### Description \n Escrever teste que verifica: Matriz com entradas para cada sistema crítico \n  \n ### Checklist \n - [ ] tests/test_module_0_11.py::test_module_0_11_should_matriz_com_entradas_para_cada_sistema_cr \n  \n ### Acceptance Criteria \n - [ ] Teste falha com assertion correta \n - [ ] Mensagem de erro é clara e específica \n  \n ### Estimates \n - **Time**: 5 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 5min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:09:42Z","I_kwDOONVJAc7FKv7-","infra;compatibility;epic-0;tdd-red;estimate-small;type-test","EPIC 0 - Environment & Production Safety","","2025-08-10T20:09:42Z","https://github.com/davidcantidio/etl_debrito/issues/257"
"256","[E0T0.10.5] IMPL: environment override via env documentado e","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.10.5 \n **TDD Phase**: `green` \n  \n ### Description \n Implementar código mínimo para passar o teste \n  \n ### Checklist \n - [ ] tests/test_environment.py::test_environment_should_override_via_env_documentado_e_testado \n - [ ] transform/environment.py \n  \n ### Acceptance Criteria \n - [ ] Teste passa com implementação mínima \n - [ ] Nenhum teste anterior quebra \n  \n ### Estimates \n - **Time**: 8 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 8min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:09:32Z","I_kwDOONVJAc7FKv6A","infra;compatibility;epic-0;tdd-green;estimate-small;type-implementation","EPIC 0 - Environment & Production Safety","","2025-08-10T20:09:32Z","https://github.com/davidcantidio/etl_debrito/issues/256"
"255","[E0T0.10.4] TEST: test_environment_should_override_via_env_documentado_e_testado","OPEN","davidcantidio","davidcantidio","### Epic Context \n **Epic 0**: Environment & Production Safety \n **Task ID**: 0.10.4 \n **TDD Phase**: `red` \n  \n ### Description \n Escrever teste que verifica: Override via env documentado e testado \n  \n ### Checklist \n - [ ] tests/test_environment.py::test_environment_should_override_via_env_documentado_e_testado \n  \n ### Acceptance Criteria \n - [ ] Teste falha com assertion correta \n - [ ] Mensagem de erro é clara e específica \n  \n ### Estimates \n - **Time**: 5 minutes (0.1h) \n - **Story Points**: 0 \n  \n ### Definition of Done \n - [ ] All acceptance criteria met \n - [ ] Code reviewed (if applicable) \n - [ ] Tests passing (if applicable)   \n - [ ] Documentation updated (if applicable) \n - [ ] Issue moved to Done in Projects \n  \n ⏱️ **Estimated effort**: 5min | 📊 **Story points**: 0","false","","[]","2025-08-10T20:09:28Z","I_kwDOONVJAc7FKv5L","infra;compatibility;epic-0;tdd-red;estimate-small;type-test","EPIC 0 - Environment & Production Safety","","2025-08-10T20:09:28Z","https://github.com/davidcantidio/etl_debrito/issues/255"
